entry_time,exit_time,entry_price,exit_price,volume,profit_pct,reason
2025-07-28T14:00:00+00:00,2025-07-31T23:00:00+00:00,117992.28125,115632.435625,0.008475130656057216,-2.0000000000000013,Stop Loss
