Time,Capital
2025-07-04 00:00:00+00:00,1000.0
2025-07-04 01:00:00+00:00,1000.0
2025-07-04 02:00:00+00:00,1000.0
2025-07-04 03:00:00+00:00,1000.0
2025-07-04 04:00:00+00:00,1000.0
2025-07-04 05:00:00+00:00,1000.0
2025-07-04 06:00:00+00:00,1000.0
2025-07-04 07:00:00+00:00,1000.0
2025-07-04 08:00:00+00:00,1000.0
2025-07-04 09:00:00+00:00,1000.0
2025-07-04 10:00:00+00:00,1000.0
2025-07-04 11:00:00+00:00,1000.0
2025-07-04 12:00:00+00:00,1000.0
2025-07-04 13:00:00+00:00,1000.0
2025-07-04 14:00:00+00:00,997.9207220152936
2025-07-04 15:00:00+00:00,996.2881497924408
2025-07-04 16:00:00+00:00,996.0157893861843
2025-07-04 17:00:00+00:00,998.4826460594119
2025-07-04 18:00:00+00:00,995.2542933989465
2025-07-04 19:00:00+00:00,994.5330587562642
2025-07-04 20:00:00+00:00,996.861133056877
2025-07-04 21:00:00+00:00,998.6356680817167
2025-07-04 22:00:00+00:00,1001.8567202111227
2025-07-04 23:00:00+00:00,999.7724547349004
2025-07-05 00:00:00+00:00,1001.4154356356992
2025-07-05 01:00:00+00:00,999.3587097865426
2025-07-05 02:00:00+00:00,1000.2890576604617
2025-07-05 03:00:00+00:00,1001.1537730373317
2025-07-05 04:00:00+00:00,1000.9684407439024
2025-07-05 05:00:00+00:00,1000.8863278401053
2025-07-05 06:00:00+00:00,1002.0162476571439
2025-07-05 07:00:00+00:00,999.8451709155516
2025-07-05 08:00:00+00:00,999.7690574580707
2025-07-05 09:00:00+00:00,1000.3472450614798
2025-07-05 10:00:00+00:00,1000.7249933319407
2025-07-05 11:00:00+00:00,1000.9218908230879
2025-07-05 12:00:00+00:00,1000.9121326875135
2025-07-05 13:00:00+00:00,1000.8040703713368
2025-07-05 14:00:00+00:00,1001.388546551005
2025-07-05 15:00:00+00:00,1000.115362847236
2025-07-05 16:00:00+00:00,1000.45270520817
2025-07-05 17:00:00+00:00,1000.3931444399227
2025-07-05 18:00:00+00:00,999.5024073681875
2025-07-05 19:00:00+00:00,1000.8501143147512
2025-07-05 20:00:00+00:00,1000.4721491968331
2025-07-05 21:00:00+00:00,1000.3517988580812
2025-07-05 22:00:00+00:00,1001.3357080539314
2025-07-05 23:00:00+00:00,1001.414929658299
2025-07-06 00:00:00+00:00,1001.4367589689915
2025-07-06 01:00:00+00:00,1001.4533116582253
2025-07-06 02:00:00+00:00,1000.7711095578408
2025-07-06 03:00:00+00:00,1000.0551515366172
2025-07-06 04:00:00+00:00,999.4718318767208
2025-07-06 05:00:00+00:00,999.5707865996945
2025-07-06 06:00:00+00:00,1000.8942789135364
2025-07-06 07:00:00+00:00,999.9967472881418
2025-07-06 08:00:00+00:00,999.5464996844869
2025-07-06 09:00:00+00:00,998.2208388960729
2025-07-06 10:00:00+00:00,999.4403889954252
2025-07-06 11:00:00+00:00,1000.1146400223787
2025-07-06 12:00:00+00:00,1001.3198059070693
2025-07-06 13:00:00+00:00,1007.5077649460303
2025-07-06 14:00:00+00:00,1007.5077649460303
2025-07-06 15:00:00+00:00,1007.5077649460303
2025-07-06 16:00:00+00:00,1007.5077649460303
2025-07-06 17:00:00+00:00,1007.5077649460303
2025-07-06 18:00:00+00:00,1007.5077649460303
2025-07-06 19:00:00+00:00,1007.5077649460303
