entry_time,exit_time,entry_price,exit_price,volume,profit_pct,reason,fee_cost_entry,fee_cost_exit
2025-07-05T07:00:00+00:00,2025-07-10T16:00:00+00:00,108066.15625,112388.8025,0.009244337308425365,3.8959999999999946,Take Profit,1.0,1.03896
2025-07-12T12:00:00+00:00,2025-07-14T05:00:00+00:00,117501.6953125,122201.763125,0.008824409862363023,3.8959999999999946,Take Profit,1.03792104,1.0783584437184
2025-07-18T08:00:00+00:00,2025-07-21T06:00:00+00:00,118716.0625,119205.515625,0.009065351246714462,0.3118765915732859,Signal Sell,1.0772800852746816,1.0806398696863342
2025-07-28T10:00:00+00:00,2025-07-28T14:00:00+00:00,118774.8828125,117992.28125,0.00908003144309001,-0.758235935430643,Final Sell,1.0795592298166479,1.0713736237919198
